author,date,id,iso,original_review,original_title,predicted_langs/0,predicted_langs/1,predicted_langs/2,predicted_langs/3,predicted_langs/4,product,review,stars,title,version,weight
Destiny Lala,2015-10-04T13:49:29,14831371782LcGiZoeKrraJgRTWbBudrgw,ZZ,picture messages aren't sending.....,,en,fr,nn,ca,da,14831371782,picture messages aren't sending.....,2.00,,3.6,0
Margaret Allen,2015-10-04T13:43:24,14831371782LlzmJFmlu9Dq5DnnO4B0Yyg,ZZ,Love textra. Better than stock messaging. Like the diff colours for bubbles and themes. You can also swipe mgs to call that person. Worth paying for the pro version. You can hold and press and put app to homescreen. Really fantastic app. If i could give it 10 stars i would.,Note 3,en,,,,,14831371782,Love textra. Better than stock messaging. Like the diff colours for bubbles and themes. You can also swipe mgs to call that person. Worth paying for the pro version. You can hold and press and put app to homescreen. Really fantastic app. If i could give it 10 stars i would.,5.00,Note 3,3.6,0
Ernest Cachia,2015-10-04T13:39:55,14831371782L1POrhAHiBmJjsGNl5pP3uQ,ZZ,Great replacement app for the stock messaging app. Nicer and easier and more functional. Would recommend.,,en,,,,,14831371782,Great replacement app for the stock messaging app. Nicer and easier and more functional. Would recommend.,5.00,,3.6,0
Shaun Malik,2015-10-04T13:06:21,14831371782LdPSDETvWtXLJYVfzL9HiZw,ZZ,Great SMS app! Best I've found so far.,Fantastic,en,la,ro,,,14831371782,Great SMS app! Best I've found so far.,5.00,Fantastic,3.6,0
jayne plumb,2015-10-04T12:52:39,14831371782La6Ylau_AKAaYyHC_W003KA,ZZ,Only problem I have with textra is you can't send one text to multiple contacts have to do them individually,Love this app,en,,,,,14831371782,Only problem I have with textra is you can't send one text to multiple contacts have to do them individually,5.00,Love this app,3.6,0
adam brooks,2015-10-04T12:34:40,14831371782LZrMWyIm3pWq0n0YVz_vgjA,ZZ,Easy and great.,,en,af,da,,,14831371782,Easy and great.,5.00,,3.6,0
Deidre Woods,2015-10-04T12:30:42,14831371782Lq81QT3ISHz_ZiryLOJ4I2Q,ZZ,"I'm a paid user. I shouldn't have ads, but I  do since the last update. Please fix.",Ads,en,,,,,14831371782,"I'm a paid user. I shouldn't have ads, but I  do since the last update. Please fix.",3.00,Ads,3.6,0
glitch king,2015-10-04T12:13:23,14831371782Lt9t9SGv15waMSE8_hETorw,ZZ,"I love this app, ive been using it for a year & everything about it is so nice. I would highly suggest using this app over your default texting app!",AMAZING,en,,,,,14831371782,"I love this app, ive been using it for a year & everything about it is so nice. I would highly suggest using this app over your default texting app!",5.00,AMAZING,3.6,0
Erika S.,2015-10-04T12:08:32,14831371782L7VWubPyN747vvSMn0lep1g,ZZ,"I'm a pro user, worth it. Tip though; When it comes to deleting texts it would be nice if there was an option to 'select all' and more color choices for the accent colors ..",,en,,,,,14831371782,"I'm a pro user, worth it. Tip though; When it comes to deleting texts it would be nice if there was an option to 'select all' and more color choices for the accent colors ..",5.00,,3.6,0
Tomahawk Tarzan,2015-10-04T11:54:54,14831371782LAxYaopcJKA9DlONlnKu3jg,ZZ,Never change this app. It's perfect the way it is!,,en,,,,,14831371782,Never change this app. It's perfect the way it is!,5.00,,3.6,0
Serena Ortiz,2015-10-04T11:40:17,14831371782L2SOKDSRhtW30Z_fGTOVC0A,ZZ,I received a text and the notification button won't go away. I tried restarting my phone and it's still there.,Notification,en,,,,,14831371782,I received a text and the notification button won't go away. I tried restarting my phone and it's still there.,3.00,Notification,3.6,0
Jhen Cael,2015-10-04T11:27:51,14831371782LvMhFUBsPPLmSQakskN3Tvg,ZZ,Do you have dual sim now?,DUAL SIM,en,br,ca,an,fr,14831371782,Do you have dual sim now?,3.00,DUAL SIM,3.4,0
Mohammad Fazeli,2015-10-04T11:21:14,14831371782LIN5j2WAtavRgEjksKo25ZA,ZZ,It has very very good handling.mi love it,Good,en,da,af,nn,no,14831371782,It has very very good handling.mi love it,5.00,Good,3.6,0
Bill Campbell,2015-10-04T10:43:01,14831371782LZ6c2ZXNxiYEQy-q3eIDgQA,ZZ,"I love this app, it's the best app for Android in terms of messaging, and the customisation is great; however as a manager of a business I regularly need to send group messages to 35-40 people and if I try and send a message to more than 24 or 25 people the message will fail no matter what. Would rate the app 5 star if it wasn't for this, and the fact that I can't send larger MMS files despite my carrier allowing me to and the relevant Textra settings being set up correctly to ""No Limit""",Great SMS app but I'm not able to add enough people to group messages,en,,,,,14831371782,"I love this app, it's the best app for Android in terms of messaging, and the customisation is great; however as a manager of a business I regularly need to send group messages to 35-40 people and if I try and send a message to more than 24 or 25 people the message will fail no matter what. Would rate the app 5 star if it wasn't for this, and the fact that I can't send larger MMS files despite my carrier allowing me to and the relevant Textra settings being set up correctly to ""No Limit""",4.00,Great SMS app but I'm not able to add enough people to group messages,3.6,0
James Towers,2015-10-04T10:28:34,14831371782L67GgFIuvvS1o2Su53h5ZkQ,ZZ,"Competent, well-featured app, and also clear and legible as opposed to the usual anaemic wishy-washy text apps thst are so hard to read in bright light.",Textra,en,,,,,14831371782,"Competent, well-featured app, and also clear and legible as opposed to the usual anaemic wishy-washy text apps thst are so hard to read in bright light.",5.00,Textra,3.6,0
Ashley Robinson,2015-10-04T10:09:13,14831371782Ll1H4fqwXfv554P0BNU9NJA,ZZ,"Simple ,beautiful and, still modern it's the best texting app out!",Omg I Lovee this!!!!,en,,,,,14831371782,"Simple ,beautiful and, still modern it's the best texting app out!",5.00,Omg I Lovee this!!!!,3.6,0
David Lineberry,2015-10-04T09:52:26,14831371782LrWCV7s7_kRCqkTbatqzw-w,ZZ,"This is definitely the best text app out there. Lightweight, feature-rich and without the annoying accidental pop in ads that the other developers have used. Great job guys. Perfect as is.","So far, the best",en,,,,,14831371782,"This is definitely the best text app out there. Lightweight, feature-rich and without the annoying accidental pop in ads that the other developers have used. Great job guys. Perfect as is.",5.00,"So far, the best",3.6,0
Lakho Kumar,2015-10-04T09:46:18,14831371782LBoLOaZE0ucYKuBsj5N7xDg,ZZ,Lakho Kumar,LK,sw,jv,war,ceb,tl,14831371782,Lakho Kumar,3.00,LK,,0
Mauri Galvez,2015-10-04T09:45:50,14831371782LZnny3bbced6SBn8AovMggA,ZZ,"UPDATE: MUCH improved! Added individual signatures /notifications, better customisation, search, etc. Now,  ADD: background image support,  and DRAFT indication so can find/manage drafts!! Then 5*!--------------Way too featureless to even consider. Not much better than stock. No individual settings, themes, customization, groups, etc... Many better options out there: Easy SMS,  Chomp, Handcent, GoSMS",MUCH IMPROVED! Now needs drafts and backgrounds,en,,,,,14831371782,"UPDATE: MUCH improved! Added individual signatures /notifications, better customisation, search, etc. Now,  ADD: background image support,  and DRAFT indication so can find/manage drafts!! Then 5*!--------------Way too featureless to even consider. Not much better than stock. No individual settings, themes, customization, groups, etc... Many better options out there: Easy SMS,  Chomp, Handcent, GoSMS",4.00,MUCH IMPROVED! Now needs drafts and backgrounds,3.6,0
selva .s,2015-10-04T09:37:31,14831371782LrwBmNjXf23-SKENe4vMrIA,ZZ,This application is just awesome to use.. But we can't identify already read conversations... Both read and unread conversations are looks same.. This is only reason I am still thinking to use this app.. Please update this asap..,Need an Update.,en,,,,,14831371782,This application is just awesome to use.. But we can't identify already read conversations... Both read and unread conversations are looks same.. This is only reason I am still thinking to use this app.. Please update this asap..,4.00,Need an Update.,3.6,0
Shahzada Samee,2015-10-04T09:09:43,14831371782Li4a8ABB9PxqobQrqhpAOyw,ZZ,Need dual SIM support,,it,en,la,ca,ro,14831371782,Need dual SIM support,1.00,,,0
Thomas Bogerd,2015-10-04T08:52:57,14831371782L9Xj8LcHRkxmouPsXOLp74A,ZZ,I was originally irritated about having to pay to get rid of ads but its very small price to pay considering how great this app is. No other app integrates gifs as well. My only complaint is that the top of the app gets cut off when installed on the Amazon fire phone. It's been perfect on every other device.,Ads?,en,,,,,14831371782,I was originally irritated about having to pay to get rid of ads but its very small price to pay considering how great this app is. No other app integrates gifs as well. My only complaint is that the top of the app gets cut off when installed on the Amazon fire phone. It's been perfect on every other device.,5.00,Ads?,3.6,0
Anders Johnsson,2015-10-04T08:12:17,14831371782L-266sWiS3_tDYQ9jhoJmQg,ZZ,Great,,en,roa_rup,la,lb,,14831371782,Great,5.00,,3.6,0
Eliza dela Cruz,2015-10-04T07:53:36,14831371782LQJx9QsnB9elYb5nAjJaxRQ,ZZ,Awesome!,,en,af,,,,14831371782,Awesome!,5.00,,3.6,0
Kyle Niedrich,2015-10-04T07:17:50,14831371782LqCBhnSnoEp9yYwn0vuWc9w,ZZ,"I've been searching for an app that can internally send gif messages and at first it didn't work with my phone. But I uninstalled and reinstalled it and it has been working. I can use the groups I made in my contacts to send group messages, and I can schedule messages to be sent in the future, but for some reason I can't send a message in the past ;) I do wish you could send your location using Glympse. Maybe I just haven't figured that feature out yet? If it had that, I would rate Textra a 20 Star :)",Awesome App,en,,,,,14831371782,"I've been searching for an app that can internally send gif messages and at first it didn't work with my phone. But I uninstalled and reinstalled it and it has been working. I can use the groups I made in my contacts to send group messages, and I can schedule messages to be sent in the future, but for some reason I can't send a message in the past ;) I do wish you could send your location using Glympse. Maybe I just haven't figured that feature out yet? If it had that, I would rate Textra a 20 Star :)",5.00,Awesome App,3.6,0
Caleb Hedberg,2015-10-04T07:05:02,14831371782L6HHCtK5QQU16iZsbJKLx_g,ZZ,I enjoy the customization options,Works well!,en,,,,,14831371782,I enjoy the customization options,4.00,Works well!,3.6,0
amarjyoti borgohain,2015-10-04T06:33:27,14831371782LAtOAKqMKbOpvLe9-3o9b9w,ZZ,Is there any way to customize the message background??,Superb...but,en,,,,,14831371782,Is there any way to customize the message background??,4.00,Superb...but,3.6,0
SahAR MIR,2015-10-04T04:56:38,14831371782LK1G2ugn7NEHH1lX-FzucTA,ZZ,Great app ????,,en,la,fr,lb,roa_rup,14831371782,Great app ????,5.00,,3.6,0
Rex Terte,2015-10-04T04:52:23,14831371782LhKh0UFwvKb4g8OjbM4QNtg,ZZ,How to restore the pro purchase?,Restoring pro,en,,,,,14831371782,How to restore the pro purchase?,5.00,Restoring pro,3.6,0
Jeremy Day,2015-10-04T03:23:57,14831371782LZq2vTw8kM-rMfwTEh-Bqgg,ZZ,"Zero problems with the latest version.  Looks great. Simple, but fully featured, as far as my needs are concerned. Bought Pro; couldn't be happier. Thanks Dev's!",Great!,en,,,,,14831371782,"Zero problems with the latest version.  Looks great. Simple, but fully featured, as far as my needs are concerned. Bought Pro; couldn't be happier. Thanks Dev's!",5.00,Great!,3.6,0
Tahj Franklin,2015-10-04T03:21:32,14831371782LCnyWaicweNaupu-f-hcaFA,ZZ,bring back the iPhone emojis. everything else is good,Emojis,en,,,,,14831371782,bring back the iPhone emojis. everything else is good,4.00,Emojis,3.6,0
Emmanuel Jokotoye,2015-10-04T02:51:29,14831371782Lbiw6eG8Y1l4RyYrzU45NfQ,ZZ,All messanger app on phones should be designed like this. it is very convenient and easy to use.,Great App,en,,,,,14831371782,All messanger app on phones should be designed like this. it is very convenient and easy to use.,4.00,Great App,3.6,0
Joseph Turner,2015-10-04T02:46:28,14831371782L0YSdHd3Z9l_vEb9xYkH0vA,ZZ,"This and a bark background,nova launcher, Android l, Google keyboard with black material theme, and the default color. Looks amazing. I would pay for a dialer app from them",Absolutely Beautiful,en,,,,,14831371782,"This and a bark background,nova launcher, Android l, Google keyboard with black material theme, and the default color. Looks amazing. I would pay for a dialer app from them",5.00,Absolutely Beautiful,3.6,0
aisha jalaluddin,2015-10-04T02:33:17,14831371782LJm1TjLqv-DBUEdYf3UNnQw,ZZ,liked it very very very muts,Yeaaa,af,en,fi,nn,et,14831371782,liked it very very very muts,4.00,Yeaaa,,0
Anoop Mitra,2015-10-04T02:26:33,14831371782LS5dxXdumXVHKqh_feeukxw,ZZ,"Excellent, stock Android sms app sucks big time..textra saved me..the search is so impressive, that finding a msg from the 1000's of text is easy...one thing can the textra guys tell me what add features I can get if I go to pro ???",Best app for sms in android,en,,,,,14831371782,"Excellent, stock Android sms app sucks big time..textra saved me..the search is so impressive, that finding a msg from the 1000's of text is easy...one thing can the textra guys tell me what add features I can get if I go to pro ???",5.00,Best app for sms in android,3.6,0
Mercy Rosales,2015-10-04T02:19:57,14831371782LopuUBt7M75DFD91vhoCUTA,ZZ,Is really good... I luv it but there's an issue... I always have problems sending or receiving pictures,,en,,,,,14831371782,Is really good... I luv it but there's an issue... I always have problems sending or receiving pictures,4.00,,,0
John Darrel Sarabusing,2015-10-04T01:40:54,14831371782LwUqPultUOGPk_pKleQWAkQ,ZZ,its too slow to show the keyboard everytime i started to open the app ..,,en,,,,,14831371782,its too slow to show the keyboard everytime i started to open the app ..,2.00,,3.6,0
Jonathan Dennell,2015-10-04T01:35:49,14831371782Lr_0FRrljUVwCny9L9U2EFg,ZZ,"Really wish there was a ""reminder notification"" that will keep playing a tone and vibrate every couple minutes if you have an unread message",It's ok...,en,,,,,14831371782,"Really wish there was a ""reminder notification"" that will keep playing a tone and vibrate every couple minutes if you have an unread message",3.00,It's ok...,3.6,0
Cassi Reeves,2015-10-04T01:17:38,14831371782LLUZTDFvPP6XDjNQIz7fKrg,ZZ,Love this app! Totally worth the download ! I love how the emojis can translate into the iPhone ones <3,Amazing,en,,,,,14831371782,Love this app! Totally worth the download ! I love how the emojis can translate into the iPhone ones <3,5.00,Amazing,3.6,0
Allan S,2015-10-04T01:13:49,14831371782LMV84FkdVQCtc_XgfyecvBg,ZZ,"This app is very good. The fact that its free is also amazing. It is continually smooth and well made. There is nothing wrong or any bugs with it, and the continual updates add new great things.",Really good,en,,,,,14831371782,"This app is very good. The fact that its free is also amazing. It is continually smooth and well made. There is nothing wrong or any bugs with it, and the continual updates add new great things.",5.00,Really good,3.6,0
Aaron Pelletier,2015-10-04T01:12:50,14831371782LK9pvizLQwjzG-TT6i4JLlw,ZZ,Simple text app with good features. Works perfectly,Nexus 6,en,la,,,,14831371782,Simple text app with good features. Works perfectly,5.00,Nexus 6,3.6,0
Hugo German,2015-10-04T01:00:44,14831371782LKhl3-2se4LGnkSAcsfzDfQ,ZZ,Excellent messenger app. It has everything ive wanted in messenger app.,I love it!,en,,,,,14831371782,Excellent messenger app. It has everything ive wanted in messenger app.,5.00,I love it!,3.6,0
Jo'Elie Louis,2015-10-04T00:49:33,14831371782LryZOH8X1CjRcN5afWMBcyg,ZZ,"One thing though, you guys should add a ""view locked messages feature"". It's an option that's available to the native messaging app on the Samsung Galaxy phones, so I know you all could do it. I'd love to have this feeling feature on Textra. That aside, best SMS/MMS app on the market. Keep up the great work, y'all!",Amazing!,en,,,,,14831371782,"One thing though, you guys should add a ""view locked messages feature"". It's an option that's available to the native messaging app on the Samsung Galaxy phones, so I know you all could do it. I'd love to have this feeling feature on Textra. That aside, best SMS/MMS app on the market. Keep up the great work, y'all!",5.00,Amazing!,3.6,0
Liza FortyTwo,2015-10-04T00:29:01,14831371782L0JCd5LgNf0i6Z8PPqwEoYg,ZZ,"Robust, customizable, easy to use. Nicely done.",Great alternative to factory app.,en,la,,,,14831371782,"Robust, customizable, easy to use. Nicely done.",5.00,Great alternative to factory app.,3.6,0
Lalruatfela Chhangte,2015-10-04T00:21:20,14831371782LxXi0HR8WkFLtndOvlHdIZg,ZZ,I have written to Textra team to add a new 'Dual Sim Support' to Textra but they haven't replied at all. I have been using Textra for a few months now but they haven't really cared about their customers. :-(,,en,,,,,14831371782,I have written to Textra team to add a new 'Dual Sim Support' to Textra but they haven't replied at all. I have been using Textra for a few months now but they haven't really cared about their customers. :-(,2.00,,3.6,0
Christina Stoutenburg,2015-10-03T23:45:37,14831371782LPSSPYFihMH5mInbpaIdAcw,ZZ,"I love this messaging system. I wish I could change the background like in the standard messaging default on Samsung Galaxy, but, first world problems, right, hahaha. I'll take it over constantly seeing the ugly orange texting screen.",Great,en,,,,,14831371782,"I love this messaging system. I wish I could change the background like in the standard messaging default on Samsung Galaxy, but, first world problems, right, hahaha. I'll take it over constantly seeing the ugly orange texting screen.",4.00,Great,3.6,0
adam Sterrett,2015-10-03T23:44:54,14831371782LruR76rP_OBmnzTKpSzha7g,ZZ,"Switched to Android and experienced lots of issues with the pre installed texting apps on my HTC 1 with my Iphone friends. Picked up Textra and havent had any issues so far during Aprox. 3 months use. Easy and quick share options with a zero BS interface. Hell, id buy again just for fun.",I can't help this feeling anymore...,en,,,,,14831371782,"Switched to Android and experienced lots of issues with the pre installed texting apps on my HTC 1 with my Iphone friends. Picked up Textra and havent had any issues so far during Aprox. 3 months use. Easy and quick share options with a zero BS interface. Hell, id buy again just for fun.",5.00,I can't help this feeling anymore...,3.6,0
Brian Kane,2015-10-03T23:10:02,14831371782LUW2bwGSx0gSz8DUAQNH-gw,ZZ,best texting app you can get right now.,Good app that just works,en,,,,,14831371782,best texting app you can get right now.,5.00,Good app that just works,3.6,0
Kerry Murphy,2015-10-03T22:59:59,14831371782Lul84KRiTfQEAyC1VWEcG8g,ZZ,The black list doesn't work... The person could still text me,Rubbish,en,,,,,14831371782,The black list doesn't work... The person could still text me,1.00,Rubbish,,0
Mike Kereluck,2015-10-03T22:59:25,14831371782LJjfyToMiyDALAwUADcpoiQ,ZZ,Great texting app! Fast and easy! The only thing I would like to see is more variety in notification led colors. There seems to be more colors with my default messaging app on the LG g3. Make this happen and I will buy pro! :-),"Great, but..",en,,,,,14831371782,Great texting app! Fast and easy! The only thing I would like to see is more variety in notification led colors. There seems to be more colors with my default messaging app on the LG g3. Make this happen and I will buy pro! :-),4.00,"Great, but..",3.6,0
Shelby Price,2015-10-03T22:34:40,14831371782LZwQMAcl-_azTmS_42nsbaw,ZZ,"I do love it but I won't make it a 5 ???? until... Until you add the message delayed sending feature to app... Or please add a note to feature explanation screen so you know to download  the whole app from the beginning ... And make a note for $$A so someone can save for the whole app from the beginning, not once they need it like I did... I didn't have the $$ set aside cuz I didn't know I would need it... Thank you...",I do love it but I won't make it a 5 ???? until...,en,,,,,14831371782,"I do love it but I won't make it a 5 ???? until... Until you add the message delayed sending feature to app... Or please add a note to feature explanation screen so you know to download  the whole app from the beginning ... And make a note for $$A so someone can save for the whole app from the beginning, not once they need it like I did... I didn't have the $$ set aside cuz I didn't know I would need it... Thank you...",4.00,I do love it but I won't make it a 5 ???? until...,3.6,0
Mark C.,2015-10-03T21:03:44,14831371782LB4VthjfbByTXvGgPuRnKlA,ZZ,I love the look and feel of this app. It's different from all of the other text apps I tried and is by far my favorite. Recommended!,"Simple, great looking texting app",en,,,,,14831371782,I love the look and feel of this app. It's different from all of the other text apps I tried and is by far my favorite. Recommended!,5.00,"Simple, great looking texting app",3.6,0
Gabriel Garcia,2015-10-03T20:51:56,14831371782Lz81_L7DpocbGDweSW_-odA,ZZ,Title says it all,Great Messenger App,lb,en,no,de,nn,14831371782,Title says it all,5.00,Great Messenger App,3.6,0
soopeeking 88,2015-10-03T20:42:28,14831371782LwFbk368gIqqVA0jr9Hk7GA,ZZ,I love how you can change the color icon and it gives my phone a better look and it's soo much mote better than stock,customisable,en,,,,,14831371782,I love how you can change the color icon and it gives my phone a better look and it's soo much mote better than stock,5.00,customisable,3.6,0
Jeff Wilkie,2015-10-03T20:38:59,14831371782LI3C1GO6eaf3d-LiKhm5zhQ,ZZ,Has completely replaced the stock text app.,Awesome text messaging app,en,,,,,14831371782,Has completely replaced the stock text app.,5.00,Awesome text messaging app,3.6,0
Jesse S,2015-10-03T20:29:19,14831371782L6VRHd7ohnRx9j4HvM6zb8A,ZZ,Works nicely but you cannot add or subtract users from a group discussion that has already started.,Poor group support,en,,,,,14831371782,Works nicely but you cannot add or subtract users from a group discussion that has already started.,3.00,Poor group support,3.6,0
Eric Bray,2015-10-03T20:11:40,14831371782Ls7oBTaG2FOPIEPjDu55IYA,ZZ,"It's fast, clean and with the free version the ads are the least intrusive I have ever seen on an app, ever. I love the customizability and it's a very good app.",Loving it!,en,,,,,14831371782,"It's fast, clean and with the free version the ads are the least intrusive I have ever seen on an app, ever. I love the customizability and it's a very good app.",5.00,Loving it!,3.6,0
Charvie Perez,2015-10-03T20:04:48,14831371782LV0g0VicdR7dsC5gomZKdmA,ZZ,"I love this app, it's just that it doesn't support dual sim yet. :(",Dual sim,en,,,,,14831371782,"I love this app, it's just that it doesn't support dual sim yet. :(",4.00,Dual sim,,0
Tacuma Venzant,2015-10-03T19:53:03,14831371782LXbR7khSLC9ZRgDvsq4Mk1w,ZZ,Great app but the only thing that bothers me is you cannot hold the text bar and pullbuo the option to paste something from your clipboard. I will give 5 stars if this is fixed.,Paste?,en,,,,,14831371782,Great app but the only thing that bothers me is you cannot hold the text bar and pullbuo the option to paste something from your clipboard. I will give 5 stars if this is fixed.,4.00,Paste?,3.6,0
Carson Snyder,2015-10-03T19:46:16,14831371782L4eJi1Ktw5v_wr0K5PqtENQ,ZZ,"Great app, only downfall is that you can't rename group texts. Add that and it'll be 5 stars",,en,,,,,14831371782,"Great app, only downfall is that you can't rename group texts. Add that and it'll be 5 stars",4.00,,3.6,0
jamila williams,2015-10-03T19:35:49,14831371782L0jBrFtVXmD_SbAtA3mc6_Q,ZZ,Would just like different bubble options,No complaints,en,fr,ca,,,14831371782,Would just like different bubble options,4.00,No complaints,,0
Bob Dytkowski,2015-10-03T19:28:18,14831371782LohndQ5rx-L-v2gnabZMZ_w,ZZ,Only problem no emoticons...,Textra.,an,ca,es,gl,la,14831371782,Only problem no emoticons...,5.00,Textra.,3.6,0
Shakilla W,2015-10-03T19:17:02,14831371782Lnldf-af5ZzHu4WE6kVFTsA,ZZ,"Much better than hangouts, but I wish I had the option to change the bubble style to round and to show timestamps without swiping left.","Good app, but...",en,,,,,14831371782,"Much better than hangouts, but I wish I had the option to change the bubble style to round and to show timestamps without swiping left.",4.00,"Good app, but...",3.6,0
Tim Evert,2015-10-03T19:09:16,14831371782LwnluM2rBueowdcE4P52OTw,ZZ,Back to crappy not sending MMS anymore...and I paid for the pro version! Ugh,Much better...until,en,nn,,,,14831371782,Back to crappy not sending MMS anymore...and I paid for the pro version! Ugh,2.00,Much better...until,3.6,0
83th3l,2015-10-03T18:52:53,14831371782LeaVZcjDyKUPb6dGyzSgSFA,ZZ,I can't recall a single issue I've had with this app. It's fast and looks super clean. Icing for my S5.,Looks and Performance,en,,,,,14831371782,I can't recall a single issue I've had with this app. It's fast and looks super clean. Icing for my S5.,5.00,Looks and Performance,3.6,0
Chris Jaeger,2015-10-03T18:26:50,14831371782LMk-C6M84Av2vqzAU1KRAxw,ZZ,"Good texting app. Fluid,  customizable.",,en,la,es,fr,lmo,14831371782,"Good texting app. Fluid,  customizable.",4.00,,3.6,0
Jason Haygood,2015-10-03T18:19:38,14831371782LJoLQQwaq1dbcxq5yyFM6nA,ZZ,"After trying multiple texting apps, this one is the best by far.",Best texting app I've found,en,,,,,14831371782,"After trying multiple texting apps, this one is the best by far.",5.00,Best texting app I've found,3.6,0
Jayson Enrique,2015-10-03T18:17:49,14831371782LDQ5FaZnZr-9lE2qbWyioPQ,ZZ,"Do not use themes in note5, it will make the samsung stock sms to get very slow.",Super fast,en,,,,,14831371782,"Do not use themes in note5, it will make the samsung stock sms to get very slow.",5.00,Super fast,3.6,0
A Google user,2015-10-03T17:08:35,14831371782LkDeUeEnGJfBIeQog0mYOPQ,ZZ,Many times a day it says failed to send.,Failed,en,,,,,14831371782,Many times a day it says failed to send.,2.00,Failed,,0
Josephine O,2015-10-03T17:02:36,14831371782LfQBA_tNaMU805L85MKZOtw,ZZ,No sound just vibrate when receiving sms messages. Please check and advise? Thanks.,,en,,,,,14831371782,No sound just vibrate when receiving sms messages. Please check and advise? Thanks.,5.00,,3.6,0
Thilina Hewagama,2015-10-03T17:01:03,14831371782LT8-DScqAPIJYXj5xYOgUag,ZZ,Textra is one of the great concept as I 'be seen best replacement to stock SMS app. Current I am using KitKat on device and this brings me lolipop feeling. Seriously loved it. And fast and hazzele free. Just bought it too..  Itz worth to support the developers . cheers guyz,The best in Android market,en,,,,,14831371782,Textra is one of the great concept as I 'be seen best replacement to stock SMS app. Current I am using KitKat on device and this brings me lolipop feeling. Seriously loved it. And fast and hazzele free. Just bought it too..  Itz worth to support the developers . cheers guyz,5.00,The best in Android market,3.6,0
Andy Broderick,2015-10-03T16:50:01,14831371782LZqqq6M4UGoDg-w1r0pIA3A,ZZ,Does everthing the stock android lollipop app does not do. Excellent,,en,nl,,,,14831371782,Does everthing the stock android lollipop app does not do. Excellent,5.00,,3.6,0
monica rois-mendez,2015-10-03T16:37:59,14831371782LFdI0PtkSMYqIBIHBMbMd1A,ZZ,"The app is great other than the fact that you can't see contact pictures on the side of the person your messaging & yourself. Also, you should be able to choose your own accent color.",My honest review,en,,,,,14831371782,"The app is great other than the fact that you can't see contact pictures on the side of the person your messaging & yourself. Also, you should be able to choose your own accent color.",3.00,My honest review,3.6,0
Aaliyah Ramsey,2015-10-03T16:15:55,14831371782LbdMR26HqvS2cFdkJFyta8g,ZZ,I was sent a picture message and it's blurry and pixelated. All show up like this. Please fix.,I was excited until...,en,,,,,14831371782,I was sent a picture message and it's blurry and pixelated. All show up like this. Please fix.,3.00,I was excited until...,3.6,0
Sunny Sahotra,2015-10-03T16:15:37,14831371782LZZ50LQQZrUUbmgFVGM9pow,ZZ,love it....,superb app,en,la,fr,lmo,it,14831371782,love it....,5.00,superb app,3.6,0
Devon Dobie,2015-10-03T16:05:41,14831371782L4b6uu9k5jdbFd4j9D-Xpng,ZZ,"Like the customization. Handles MMS well most of the time. Upgraded to pro to get rid of ads. Would be nice to see some sort of archive option. Overall, not much of a complaint with this app. Would recommend it.",Solid Texting App,en,,,,,14831371782,"Like the customization. Handles MMS well most of the time. Upgraded to pro to get rid of ads. Would be nice to see some sort of archive option. Overall, not much of a complaint with this app. Would recommend it.",4.00,Solid Texting App,3.6,0
joshua lofgren,2015-10-03T16:04:03,14831371782L5_7gVnZDT_rBfhSB62X5cg,ZZ,I got the app a while ago then forgot about it when I got my new phone then I got sick of the stock app. Textra it was! Thanks for a great app,Fantastic,en,,,,,14831371782,I got the app a while ago then forgot about it when I got my new phone then I got sick of the stock app. Textra it was! Thanks for a great app,5.00,Fantastic,3.6,0
Benjamin Christensen,2015-10-03T16:03:18,14831371782LGReMm74x7HFXRncq65iv3A,ZZ,Best texting app available hands down,Messaging,en,fr,,,,14831371782,Best texting app available hands down,5.00,Messaging,3.6,0
Angela Tendencia,2015-10-03T15:49:38,14831371782L3C0thzFOM1dAJqWXpME6vw,ZZ,Hope you'll add a feature wherein Textra would ask which sim would you like to use to send the message. (For dual sim phones),Almost perfect,en,,,,,14831371782,Hope you'll add a feature wherein Textra would ask which sim would you like to use to send the message. (For dual sim phones),4.00,Almost perfect,3.6,0
zahra noor,2015-10-03T15:44:25,14831371782LAgXoiWPcLZNRCJ7OjsQQew,ZZ,"Th colors are so cool, & its user-friendly..",Great app,en,,,,,14831371782,"Th colors are so cool, & its user-friendly..",5.00,Great app,3.6,0
Christopher LeBlanc,2015-10-03T15:34:00,14831371782L3MnMImGALSyEUup38WyXtg,ZZ,Highly recommended solid and customizable app!,Great features!,en,fr,la,,,14831371782,Highly recommended solid and customizable app!,5.00,Great features!,3.6,0
ashifa jackson,2015-10-03T15:19:46,14831371782LARegdwMd-eilMVyUU3IxCQ,ZZ,"Can yhu please , give us that setting in the next update ?",NO BADGE APP ICON ‼,en,,,,,14831371782,"Can yhu please , give us that setting in the next update ?",4.00,NO BADGE APP ICON ‼,3.6,0
Ryan Hotton,2015-10-03T15:13:55,14831371782LGEd9F4HF_X_qXEe7ZrxAPQ,ZZ,Great SMS app,Fast and Customizable,en,la,oc,ro,,14831371782,Great SMS app,5.00,Fast and Customizable,3.6,0
